University,Major,Key,Level,Language,Tuition Covered,Accomodation covered?,Living Expense Covered?,Tuition fees to pay,Percentage tuition covered,Original Tuition fee,Start_Month,Start_Year,Accomodation_To_Pay,Expense_To_Pay
Zhejiang Normal University,Transportation,Transportation,Bachelor,Chinese,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,"Mechanical Design, Manufacturing and Automation",Automation,Bachelor,Chinese,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,Geography,Geography,Bachelor,Chinese,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,Industrial Design,Industrial Design,Bachelor,Chinese,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,Biology,Biology,Bachelor,Chinese,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,Science Education,Education,Bachelor,Chinese,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,Network Engineering,Other Engineering,Bachelor,Chinese,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,Telecommunications Engineering,Telecommunications Engineering,Bachelor,Chinese,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,Optical Information Science & Engineering,Optical Information Science & Engineering,Bachelor,Chinese,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,Information & Computer Science,Computer Science,Bachelor,Chinese,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,Physics,Physics,Bachelor,Chinese,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,Literature of Theatre Film & Television,Arts,Bachelor,Chinese,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,Mathematics & Applied Mathematics,Mathematics,Bachelor,Chinese,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,Culture Industry Management,Management,Bachelor,Chinese,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,Â Digital Media Arts,Digital Media Arts,Bachelor,Chinese,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,Environmental Design,Environmental Science,Bachelor,Chinese,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,Product Design,Product Design,Bachelor,Chinese,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,Visual Communication Design,Visual Communication Design,Bachelor,Chinese,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,Fine Arts,Arts,Bachelor,Chinese,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,Dancing,Arts,Bachelor,Chinese,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,Musicology,Arts,Bachelor,Chinese,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,Japanese,Japanese,Bachelor,Chinese,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,English,English,Bachelor,Chinese,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,Translationï¼ˆEnglish and Chineseï¼‰,Translationion English and Chinese,Bachelor,Chinese,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,History,History,Bachelor,Chinese,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,Chinese Language & Literature,Chinese Language,Bachelor,Chinese,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,Direction and Administration of Social Sports,Direction and Administration of Social Sports,Bachelor,Chinese,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,Physical Education,Education,Bachelor,Chinese,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,Science of Animated Cartoon,Arts,Bachelor,Chinese,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,Special Education,Education,Bachelor,Chinese,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,Early Childhood Education,Education,Bachelor,Chinese,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,Applied Psychology,Psychology,Bachelor,Chinese,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,Education Technology,Education,Bachelor,Chinese,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,Primary School Education,Education,Bachelor,Chinese,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,Public Administration,Public Administration,Bachelor,Chinese,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,Social Work,Social Work,Bachelor,Chinese,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,Law,Law,Bachelor,Chinese,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,Ideological and Political Education,Education,Bachelor,Chinese,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,Tourism Management,Tourism,Bachelor,Chinese,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,International Economics & Trade,Economics,Bachelor,Chinese,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,Finance,Finance,Bachelor,Chinese,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,Financial Management,Finance,Bachelor,Chinese,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,Business Administration,Business Administration,Bachelor,Chinese,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,Accounting,Accounting,Bachelor,Chinese,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,Software Engineering,Software Engineering,Bachelor,English,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,"Mechanical Design, Manufacturing and Automation",Automation,Bachelor,English,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,Material Science and Engineering,Material Science,Bachelor,English,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,Financial Management,Finance,Bachelor,English,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,International Economics and Trade,Economics,Bachelor,English,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,Electronic and Information Engineering,Electronics,Bachelor,English,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Applied Chemistry,Chemistry,Bachelor,English,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Biotechnology,Biotechnology,Bachelor,English,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Environmental Science and Engineering,Environmental Science,Bachelor,English,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Environmental Science and Engineering,Environmental Science,Bachelor,English,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,Applied Chemistry,Chemistry,Bachelor,English,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,Electronic and Information Engineering,Electronics,Bachelor,English,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,Transportation,Transportation,Bachelor,English,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,Biotechnology,Biotechnology,Bachelor,English,20000,0,0,5200,79.36507937,25200,Sep,2019,825,1500
Zhejiang Normal University,International Economics and Trade,Economics,Bachelor,English,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,"Mechanical Design, Manufacturing and Automation",Automation,Bachelor,English,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Material Science and Engineering,Material Science,Bachelor,English,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Software Engineering,Software Engineering,Bachelor,English,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Transportation,Transportation,Bachelor,English,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Financial Management,Finance,Bachelor,Chinese,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Accounting,Accounting,Bachelor,Chinese,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Business Administration,Business Administration,Bachelor,Chinese,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Finance,Finance,Bachelor,Chinese,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,International Economics & Trade,Economics,Bachelor,Chinese,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Tourism Management,Tourism,Bachelor,Chinese,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Ideological and Political Education,Education,Bachelor,Chinese,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Social Work,Social Work,Bachelor,Chinese,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Law,Law,Bachelor,Chinese,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Public Administration,Public Administration,Bachelor,Chinese,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Primary School Education,Education,Bachelor,Chinese,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Education Technology,Education,Bachelor,Chinese,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Applied Psychology,Psychology,Bachelor,Chinese,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Early Childhood Education,Education,Bachelor,Chinese,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Special Education,Special Education,Bachelor,Chinese,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Science of Animated Cartoon,Arts,Bachelor,Chinese,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Physical Education,Physical Education,Bachelor,Chinese,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Direction and Administration of Social Sports,Direction and Administration of Social Sports,Bachelor,Chinese,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Chinese Language & Literature,Chinese Language,Bachelor,Chinese,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,History,History,Bachelor,Chinese,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,English,English,Bachelor,Chinese,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Translationï¼ˆEnglish and Chineseï¼‰,Translationion,Bachelor,Chinese,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Japanese,Japanese,Bachelor,Chinese,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Musicology,Arts,Bachelor,Chinese,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Dancing,Arts,Bachelor,Chinese,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Fine Arts,Arts,Bachelor,Chinese,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Environmental Design,Environmental Science,Bachelor,Chinese,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Visual Communication Design,Visual Communication Design,Bachelor,Chinese,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Product Design,Product Design,Bachelor,Chinese,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Â Digital Media Arts,Arts,Bachelor,Chinese,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Culture Industry Management,Management,Bachelor,Chinese,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Literature of Theatre Film & Television,Art,Bachelor,Chinese,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Mathematics & Applied Mathematics,Mathematics,Bachelor,Chinese,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Physics,Physics,Bachelor,Chinese,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Information & Computer Science,Computer Science,Bachelor,Chinese,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Optical Information Science & Engineering,Other Engineering,Bachelor,Chinese,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Telecommunications Engineering,Other Engineering,Bachelor,Chinese,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Network Engineering,Other Engineering,Bachelor,Chinese,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Biology,Biology,Bachelor,Chinese,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Science Education,Education,Bachelor,Chinese,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Geography,Geography,Bachelor,Chinese,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Industrial Design,Industrial Design,Bachelor,Chinese,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,"Mechanical Design, Manufacturing and Automation",Mechanical Engineering,Bachelor,Chinese,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Transportation,Transportation,Bachelor,Chinese,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Chinese Language,Chinese Language,Bachelor,Chinese,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Chemistry,Chemistry,Bachelor,Chinese,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Material Science and Engineering,Material Science,Bachelor,Chinese,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Electronic and Information Engineering,Electronics,Bachelor,Chinese,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University, Electronic Business,Electronics,Bachelor,Chinese,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Environmental Science and Engineering,Environmental Science,Bachelor,Chinese,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Teaching Chinese to Foreigners as a Second Language,Teaching Chinese to Foreigners as a Second Language,Bachelor,Chinese,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Computer Science and Technology,Computer Science,Bachelor,Chinese,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Business Administration,Business Administration,Bachelor,English,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
Zhejiang Normal University,Computer Science and Technology,Computer Science,Bachelor,English,16800,0,0,5200,76.36363636,22000,Sep,2019,500,1500
"The Sino-British College, University of Shanghai for Science and Technology",BusinessÂ Management,Business,Bachelor,English,80000,0,0,40000,66.66666667,120000,Sep,2019,24000,2700
"The Sino-British College, University of Shanghai for Science and Technology",EventsÂ ManagementÂ ,Management,Bachelor,English,80000,0,0,40000,66.66666667,120000,Sep,2019,24000,2700
"The Sino-British College, University of Shanghai for Science and Technology",Â Electrical and Electronic Engineering,Electrical and Electronic Engineering,Bachelor,English,80000,0,0,40000,66.66666667,120000,Sep,2019,24000,2700
"The Sino-British College, University of Shanghai for Science and Technology",2+1 Pathway Mechanical and Manufacturing Engineering,Mechanical Engineering,Bachelor,English,80000,0,0,40000,66.66666667,120000,Sep,2019,24000,2700
